,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
4782,1949,False,4,1,5,5,2,3,False,0,4,13700.0251,0
4783,1948,True,3,1,4,1,1,3,False,3,3,13301.1244,0
4784,1948,True,3,1,4,1,0,1,False,3,4,9126.8156,2
4785,1947,True,3,1,5,1,0,1,True,3,4,10175.5726,2
4786,1947,False,4,0,5,5,1,3,True,4,4,22075.0109,0
4787,1975,False,2,1,0,0,3,2,False,3,2,27784.6173,3
4788,1975,False,2,0,0,0,3,2,True,4,2,28556.6668,3
4789,1976,True,2,0,0,0,3,2,True,4,2,22885.2651,3
4790,1976,True,3,1,0,0,3,2,True,4,2,36561.3403,2
4791,1976,False,3,1,0,0,3,2,False,4,2,38006.457,2
4792,1975,False,3,0,0,0,3,2,True,4,2,35153.5901,2
4793,1974,False,2,1,0,0,3,2,True,4,3,37174.0201,3
4794,1974,True,2,1,0,0,3,2,True,4,3,29766.4521,3
4795,1973,False,3,1,0,0,3,2,True,4,3,45687.6094,2
4796,1973,True,3,0,0,0,3,2,True,4,3,28121.6489,2
4797,1974,False,3,1,0,0,3,2,True,4,2,45681.4456,2
4798,1973,True,3,0,0,0,3,2,True,4,3,28099.6446,2
4799,1973,False,3,0,0,2,1,3,True,4,3,26884.6192,0
4800,1973,True,3,1,0,0,1,3,True,4,2,30689.1006,0
4801,1972,True,3,0,0,0,3,2,False,4,3,23393.5852,2
4802,1973,True,4,1,0,0,2,3,True,4,3,48929.0927,0
4803,1973,True,4,1,0,2,0,2,True,4,4,30944.7305,2
4804,1973,False,4,0,0,2,0,2,True,4,4,29756.9561,2
4805,1973,True,4,1,4,4,1,3,True,0,4,12418.9863,0
4806,1972,True,3,0,0,0,3,2,True,4,3,28059.0714,2
4807,1972,False,3,1,0,0,3,2,False,4,3,38093.2557,2
4808,1972,True,3,0,0,0,1,3,False,4,3,19637.5926,0
4809,1971,False,3,1,0,0,3,2,True,4,4,45600.4232,2
4810,1972,False,4,0,4,4,1,3,True,0,4,11883.4188,0
4811,1971,False,3,1,0,0,1,3,True,4,3,38363.3427,0
4812,1971,True,3,0,0,0,1,3,True,4,4,23630.4327,0
4813,1970,True,3,1,0,0,3,2,False,4,4,30433.4418,2
4814,1970,True,3,1,0,0,1,3,True,4,4,30647.3736,0
4815,1970,False,3,0,0,0,0,2,True,4,4,23440.2448,2
4816,1970,True,4,0,0,0,1,3,True,4,4,32924.2577,0
4817,1970,False,4,0,0,0,0,2,True,4,4,32688.6333,2
4818,1971,True,4,1,0,1,0,2,True,4,4,30884.6618,2
4819,1971,True,4,0,0,0,0,3,True,4,4,31340.9134,0
4820,1964,True,3,0,5,5,2,2,True,2,5,7845.9724,2
4821,1970,True,1,0,1,1,3,1,True,2,1,6646.8788,1
4822,1968,False,2,1,2,2,3,1,False,0,1,8913.34,3
4823,1968,True,2,0,2,2,3,1,True,0,1,6566.2025,3
4824,1967,False,1,0,5,5,1,1,True,4,3,6578.4712,1
4825,1967,False,1,0,0,0,3,2,False,2,1,11098.2191,1
4826,1967,False,1,0,2,2,3,1,True,2,1,7576.1296,1
4827,1969,True,2,0,5,5,4,2,False,0,2,4430.7116,3
4828,1965,False,1,0,0,0,3,2,False,2,1,11111.0209,1
4829,1965,True,3,0,3,3,3,1,True,0,5,7601.2669,2
4830,1965,True,3,0,3,3,3,1,True,2,2,9812.4618,2
4831,1965,False,3,0,3,3,3,1,False,0,2,7810.18,1
4832,1964,False,1,1,0,0,3,2,True,2,1,17213.0859,1
4833,1964,False,1,1,0,0,3,2,False,2,1,14384.9936,1
4834,1964,False,1,0,0,0,3,2,False,0,1,8502.1667,1
4835,1964,True,2,0,5,5,3,1,True,4,3,10701.5378,3
4836,1964,False,2,0,5,5,3,1,False,3,3,9980.1862,3
4837,1964,True,2,1,4,2,3,1,True,0,3,7496.9864,3
4838,1964,False,2,1,4,2,3,1,True,2,2,12076.1721,3
4839,1964,False,2,1,4,2,3,1,True,2,3,12116.0511,3
4840,1963,False,2,1,4,2,3,2,True,2,2,13959.7978,3
4841,1963,True,2,1,4,2,3,2,True,2,3,11239.5754,3
4842,1963,True,2,0,4,2,3,2,True,2,2,8644.5969,3
4843,1968,False,2,0,0,0,3,2,True,2,1,18564.0492,3
4844,1963,False,2,0,4,2,3,2,False,0,2,6859.6193,3
4845,1972,False,0,1,0,0,0,Manual,True,1,2,3083.1814,1
4846,1973,False,1,0,0,0,1,Manual,False,2,1,6210.5338,1
4847,1971,False,0,0,0,0,0,Manual,False,1,2,1991.8228,1
4848,1972,False,1,0,1,1,2,0,False,0,1,3362.5239,1
4849,1971,False,0,1,0,0,0,Manual,False,1,2,2525.9548,1
4850,1971,False,0,1,0,0,0,Manual,False,0,2,2381.3991,1
4851,1971,False,0,1,0,0,0,Manual,False,1,2,2544.5853,1
4852,1971,False,0,1,0,0,0,Manual,False,1,2,2640.2744,1
4853,1971,True,1,0,0,0,1,Manual,False,1,1,4184.3343,1
4854,1971,False,1,0,0,0,1,Manual,False,2,1,6178.8759,1
4855,1971,False,1,0,0,0,1,Manual,False,2,1,6201.9554,1
4856,1974,False,1,0,3,3,2,0,True,1,1,3725.1497,1
4857,1974,False,1,0,3,3,2,0,True,1,2,3796.4341,1
4858,1953,False,0,1,2,1,1,Manual,True,1,2,2107.5697,1
4859,1953,False,0,1,2,1,1,Manual,True,1,2,2124.8643,1
4860,1953,False,0,0,2,1,1,Manual,True,1,2,1595.1052,1
4861,1953,True,0,1,2,1,1,Manual,True,1,2,1700.9314,1
4862,1953,True,0,1,2,0,1,Manual,False,0,2,1509.2112,1
4863,1953,True,0,0,2,0,1,Manual,False,0,2,1068.6025,1
4864,1953,True,0,0,2,0,1,Manual,False,1,2,1207.5601,1
4865,1953,True,0,1,2,0,1,Manual,False,0,2,1439.7949,1
4866,1954,True,0,0,2,0,0,Manual,False,0,2,1055.6091,1
4867,1954,True,0,1,3,0,0,Manual,False,1,2,1376.3647,1
4868,1954,True,0,1,3,0,0,0,False,1,2,1162.4168,1
4869,1954,True,1,0,1,0,1,0,True,2,1,4013.1687,1
4870,1954,True,1,1,1,0,2,0,True,1,1,5023.0407,1
4871,1955,True,1,0,1,0,1,0,False,0,2,2533.4051,1
4872,1955,True,1,1,2,0,1,1,False,0,2,3853.1667,1
4873,1956,True,1,0,2,0,1,1,False,0,2,3007.3844,1
4874,1956,True,1,1,2,0,1,1,False,0,2,3907.1713,1
4875,1956,False,1,1,2,0,1,1,True,1,2,6413.8874,1
4876,1956,True,1,1,2,0,1,1,True,1,2,5163.7206,1
4877,1956,True,1,1,1,0,2,0,True,0,1,4521.9995,1
4878,1957,True,1,0,2,0,1,1,False,0,2,3027.6049,1
4879,1957,True,1,0,1,0,2,0,True,0,1,3384.7749,1
4880,1959,True,1,0,2,0,2,0,True,0,1,3147.1886,1
4881,1940,True,0,0,2,0,2,Manual,True,2,1,2003.1379,1
4882,1977,False,0,1,0,0,1,Manual,False,0,2,2461.9084,1
4883,1943,True,0,0,2,0,2,Manual,True,1,1,1661.5628,1
4884,1960,True,0,0,1,1,1,Manual,True,2,1,1690.4232,1
4885,1959,True,0,0,2,0,2,Manual,True,0,1,1521.1288,1
4886,1973,True,0,1,0,0,0,Manual,False,0,2,1892.0042,1
4887,1980,False,0,1,0,0,0,Manual,False,1,2,2608.6078,1
4888,1980,False,0,1,0,0,0,Manual,True,1,2,3146.3723,1
4889,1978,False,1,0,0,0,1,Manual,False,1,1,5255.5014,1
4890,1962,True,2,0,1,0,2,1,True,2,1,8210.4819,3
4891,1961,False,1,1,4,3,1,1,True,3,3,8376.2685,1
4892,1961,True,1,1,4,2,1,1,True,2,2,4812.169,1
4893,1961,True,2,1,1,0,2,1,True,2,1,10682.4133,3
4894,1967,False,1,0,0,0,2,1,False,0,1,5877.8166,1
4895,1967,False,1,0,0,0,2,1,True,2,1,9174.583,1
4896,1967,False,2,1,0,0,4,2,True,2,1,21007.9025,3
4897,1967,False,2,0,0,0,4,2,False,0,1,10335.5362,3
4898,1960,True,2,1,1,0,2,1,True,2,1,10631.2151,3
4899,1960,True,2,1,1,0,2,1,True,2,1,10607.1804,3
4900,1959,True,2,0,1,0,4,2,True,0,1,7803.261,3
4901,1959,True,2,0,5,5,4,2,True,4,3,10682.433,3
4902,1959,True,2,0,5,5,4,2,True,4,3,10642.2063,3
4903,1958,True,2,1,1,0,3,2,True,2,1,15370.1202,3
4904,1958,True,2,1,1,0,3,2,True,2,1,15443.6573,3
4905,1958,True,2,0,1,0,3,2,True,0,1,9087.6221,3
4906,1970,False,3,0,4,4,4,3,True,0,1,10570.0512,0
4907,1968,False,2,0,2,2,3,2,False,0,1,7869.4114,3
4908,1968,True,2,1,2,2,3,2,True,2,1,12810.303,3
4909,1967,True,2,0,5,5,3,2,False,4,3,10262.6075,3
4910,1967,True,2,1,5,5,3,2,False,4,3,13346.8544,3
4911,1967,True,2,0,5,5,3,2,False,4,3,10225.5624,3
4912,1967,True,2,1,5,5,3,2,True,4,4,15938.1626,3
4913,1966,True,3,1,5,5,4,3,False,0,3,8459.4916,0
4914,1965,True,2,1,3,3,3,2,True,3,1,16563.753,3
4915,1965,False,2,1,0,0,3,2,False,3,1,27939.4888,3
4916,1964,False,2,0,3,3,3,2,True,3,2,15981.994,3
4917,1964,False,2,1,4,4,3,2,True,4,3,21482.2707,3
4918,1961,True,2,0,1,0,2,1,True,3,1,11347.7426,3
4919,1961,True,2,1,1,0,2,1,False,0,1,6855.4544,3
4920,1966,False,3,0,0,0,4,3,False,1,1,16684.874,0
4921,1960,True,2,0,1,0,2,1,True,3,1,11398.5907,3
4922,1960,False,2,0,1,0,2,1,True,3,1,14170.1196,3
4923,1965,False,3,0,5,5,3,2,True,1,4,10366.8875,2
4924,1965,True,3,0,5,5,3,2,True,1,4,8318.1708,2
4925,1964,False,2,1,0,0,3,2,False,3,1,27902.7677,3
4926,1963,False,2,0,0,0,3,2,False,3,2,21416.8242,3
4927,1962,False,2,1,1,0,2,1,True,3,1,18397.2466,3
4928,1962,True,2,0,1,0,2,1,True,3,1,11401.376,3
4929,1962,True,2,1,5,4,2,1,True,3,2,10018.3429,3
4930,1961,True,2,0,5,4,2,1,False,0,2,3491.4173,3
4931,1960,True,2,0,5,4,2,1,True,3,3,7665.381,3
4932,1960,True,2,1,5,4,2,1,True,3,3,9974.86,3
4933,1976,True,1,1,0,0,1,1,True,3,3,11591.257,1
4934,1976,False,1,1,0,0,1,1,False,0,2,6765.6171,1
4935,1975,False,1,1,0,0,1,1,False,0,2,6750.0641,1
4936,1976,False,1,0,0,0,1,1,True,3,2,11157.5334,1
4937,1980,True,1,0,0,0,1,1,False,0,2,4067.6326,1
4938,1980,False,1,0,0,0,1,1,True,3,2,11184.8739,1
4939,1937,True,1,0,2,0,2,0,False,0,2,2625.8059,1
4940,1977,True,1,0,0,0,1,1,True,3,2,8945.5954,1
4941,1977,False,1,1,0,0,1,1,True,3,2,14578.2502,1
4942,1979,False,1,1,0,0,1,1,False,0,2,6678.8808,1
4943,1939,False,1,0,2,0,3,3,True,3,2,16101.8487,0
4944,1940,True,1,0,2,0,3,3,True,3,2,12895.6943,0
4945,1976,True,1,1,0,0,1,1,True,3,2,11566.7584,1
4946,1975,False,1,0,0,0,1,1,False,1,2,5688.6716,1
4947,1974,False,1,0,0,0,2,1,False,1,1,6532.9763,1
4948,1973,True,2,1,0,0,2,1,False,1,1,9441.6584,3
4949,1967,False,4,0,0,0,4,3,False,0,2,21247.6983,0
4950,1968,True,3,0,4,4,3,3,True,1,1,10720.4433,0
4951,1968,False,3,1,4,4,2,1,False,1,2,8418.9177,1
4952,1968,True,3,0,4,4,2,1,True,0,3,5642.3166,2
4953,1968,False,4,0,1,0,4,3,False,0,3,16883.0435,0
4954,1979,False,1,1,0,0,1,1,False,1,2,7330.9844,1
4955,1979,False,1,1,0,0,2,1,False,3,1,13796.1667,1
4956,1979,True,1,0,0,0,2,1,True,3,1,10205.9841,1
4957,1944,True,0,0,5,0,1,1,True,3,4,2148.3656,1
4958,1979,False,2,1,0,0,2,1,True,3,1,23134.1983,3
4959,1979,True,2,1,0,0,2,1,False,1,1,9404.4483,3
4960,1978,True,1,1,0,0,0,0,False,1,2,4254.5341,1
4961,1947,True,0,1,2,1,1,1,False,1,2,1575.9599,1
4962,1978,False,1,1,0,0,2,1,True,3,1,16508.8883,1
4963,1946,False,0,0,4,0,1,1,True,3,2,2829.1692,1
4964,1946,True,0,1,4,0,1,1,False,1,2,1541.9492,1
4965,1963,False,3,0,0,0,2,2,True,4,1,28174.3276,2
4966,1963,False,3,1,0,0,2,2,False,0,2,15176.627,2
4967,1963,True,3,0,0,2,2,2,True,2,2,13205.1747,2
4968,1963,False,4,1,3,2,3,3,False,1,4,21715.0389,0
4969,1963,True,4,0,3,2,3,3,True,1,4,16046.6507,0
4970,1963,True,4,0,3,2,3,3,True,1,4,16066.0377,0
4971,1963,True,4,0,2,0,3,3,True,0,4,17088.414,0
4972,1963,True,4,1,1,1,3,3,True,0,4,22143.0512,0
4973,1962,True,3,1,5,4,2,2,True,3,4,14041.3395,2
4974,1962,True,3,1,5,4,2,2,True,3,4,14058.8845,2
4975,1962,False,3,0,1,1,2,2,False,1,3,9314.6287,2
4976,1962,True,4,1,1,1,3,3,True,3,1,39750.0402,0
4977,1962,False,4,1,1,3,3,3,False,1,3,25358.5013,0
4978,1962,True,4,1,1,1,3,3,True,1,3,24294.7128,0
4979,1962,True,4,1,1,1,1,2,True,3,4,23231.5057,2
4980,1962,False,4,0,1,1,3,3,False,0,4,17732.1131,0
4981,1962,True,4,0,1,1,3,3,True,2,4,22168.6574,0
4982,1962,True,4,0,1,2,3,3,True,2,4,22029.1825,0
4983,1961,True,3,0,5,4,2,2,True,1,3,6720.2886,2
4984,1961,True,4,0,1,3,3,3,True,2,3,22121.0298,0
4985,1961,False,4,0,1,3,3,3,True,3,3,38260.7842,0
4986,1961,False,4,0,1,2,3,3,False,0,3,17765.0612,0
4987,1961,True,4,0,1,1,3,3,True,2,4,22137.0733,0
4988,1961,False,4,0,1,3,3,3,False,0,2,17760.0891,0
4989,1955,True,2,0,2,0,1,2,False,3,2,8702.9171,3
4990,1954,False,3,0,2,0,0,1,False,1,2,6798.1327,1
4991,1954,False,3,0,2,0,0,1,False,1,2,6793.4011,1
4992,1935,True,1,0,2,0,4,3,True,3,2,11109.3809,0
4993,1935,True,2,0,2,0,4,3,True,3,2,15554.0113,0
4994,1935,True,4,0,1,1,4,3,True,2,5,19167.7839,0
4995,1936,True,1,1,2,0,4,3,True,3,2,14425.5263,0
4996,1936,True,2,1,2,0,4,3,False,1,2,10383.313,0
4997,1936,True,4,0,2,2,4,3,True,2,3,17511.8495,0
4998,1960,True,3,1,4,3,1,2,True,3,2,13306.9248,2
4999,1960,True,4,1,1,1,1,2,True,2,4,16698.0668,2
5000,1954,False,3,1,2,0,0,1,True,3,2,17275.7239,1
5001,1954,False,3,1,2,0,0,1,True,3,2,17226.0528,1
5002,1954,True,2,1,3,0,0,1,True,3,2,10601.9042,3
5003,1954,True,2,0,2,0,0,1,True,3,2,8649.7322,3
5004,1954,True,2,0,2,0,0,1,False,1,2,4428.5987,3
5005,1954,True,2,1,2,0,0,1,False,1,2,5730.1733,3
5006,1953,False,2,0,3,0,4,3,True,3,2,18186.7667,0
5007,1953,False,2,0,3,0,4,3,True,3,2,18199.4581,0
5008,1937,True,2,1,3,0,4,3,True,1,2,11512.632,0
5009,1937,True,2,0,3,0,4,3,True,4,3,16142.3871,0
5010,1938,True,2,1,3,0,4,3,True,4,2,21084.2292,0
5011,1938,True,2,1,5,0,4,3,True,4,2,18289.3701,0
5012,1939,False,2,1,3,0,4,3,True,4,2,26322.6373,0
5013,1939,True,2,1,3,0,4,3,False,1,2,9747.4194,0
5014,1939,True,2,0,5,0,4,3,True,4,2,14069.9038,0
5015,1940,True,2,1,3,0,4,3,False,1,2,9673.2608,0
5016,1940,True,2,1,5,0,4,3,True,4,2,18294.2788,0
5017,1940,False,2,1,5,0,4,3,True,4,2,22828.1599,0
5018,1940,True,2,0,5,0,4,3,True,1,2,7727.6031,0
5019,1940,True,3,0,4,0,3,3,True,3,2,19320.9881,0
5020,1940,False,3,0,4,0,3,3,True,3,5,24124.2227,0
5021,1941,True,1,0,4,0,3,3,True,1,2,6898.6468,0
5022,1941,False,1,0,4,0,3,3,False,1,3,7224.594,0
5023,1941,False,1,1,4,0,3,3,True,4,3,20296.2359,0
5024,1941,True,1,1,4,0,3,3,True,4,2,16220.0486,0
5025,1941,False,2,0,5,0,4,3,True,4,2,17601.0251,0
5026,1942,True,1,0,4,0,3,3,True,1,2,6909.9182,0
5027,1946,True,0,1,4,0,1,1,False,1,2,1570.8179,1
5028,1946,True,0,1,4,0,1,1,False,1,2,1414.2647,1
5029,1978,False,2,1,0,0,2,1,False,0,2,10707.3757,3
5030,1977,False,1,1,0,0,0,0,True,3,2,10677.5652,1
5031,1977,False,1,0,0,0,2,1,True,3,2,12811.3355,1
5032,1977,True,1,1,0,0,2,1,True,3,2,13317.2607,1
5033,1977,True,2,1,0,0,2,1,True,3,2,18542.1134,3
5034,1976,True,2,0,0,0,2,1,True,3,2,14338.1777,3
5035,1976,True,2,0,0,0,2,1,True,3,2,14297.219,3
5036,1949,True,0,0,2,1,0,0,True,1,2,968.8444,1
5037,1949,False,1,1,3,0,2,0,True,3,2,8652.9692,1
5038,1950,True,1,1,3,0,2,0,False,1,2,3578.9755,1
5039,1951,True,0,1,2,1,0,0,True,3,2,2300.3756,1
5040,1951,True,1,0,3,0,1,1,True,3,2,6027.1444,1
5041,1980,False,1,0,0,0,0,0,True,3,2,8217.8456,1
5042,1952,True,1,0,3,0,1,1,True,3,2,6051.4336,1
5043,1952,True,1,0,3,0,1,1,True,3,2,6000.4653,1
5044,1953,False,1,1,3,0,2,1,True,3,3,11286.7001,1
5045,1953,True,1,1,3,0,2,1,True,3,2,8981.0282,1
5046,1954,True,2,1,2,0,2,1,True,3,2,13533.1366,3
5047,1975,False,1,1,0,0,2,1,True,3,2,16634.9245,1
5048,1975,False,1,1,0,0,1,1,True,3,2,14483.084,1
5049,1975,True,1,0,0,0,1,1,True,3,2,8936.9152,1
5050,1975,True,2,0,0,0,2,1,True,3,2,14270.1183,3
5051,1975,False,2,0,0,0,2,1,False,1,3,9098.9805,3
5052,1975,False,2,0,0,0,2,1,False,1,2,9075.1053,3
5053,1973,True,2,0,0,0,2,1,False,1,2,7262.3245,3
5054,1973,False,2,0,0,0,2,1,False,1,2,9072.4773,3
5055,1973,True,2,0,0,0,2,2,False,1,2,8414.9139,3
5056,1973,True,2,1,0,0,2,2,True,3,2,21359.6906,3
5057,1976,False,2,1,0,0,2,2,False,1,2,13571.7574,3
5058,1955,False,3,0,2,0,1,1,True,3,2,13906.0711,1
5059,1955,True,3,0,2,0,1,1,True,3,2,11223.3511,2
5060,1955,True,3,1,2,0,1,1,True,3,2,14463.21,2
5061,1956,False,3,0,2,0,1,1,False,1,2,7071.5138,1
5062,1956,True,3,1,2,0,1,1,True,3,2,14580.4016,2
5063,1976,False,2,0,0,0,2,2,False,1,2,10529.0395,3
5064,1957,False,2,1,2,0,1,2,True,3,2,17017.5869,3
5065,1957,False,2,0,2,0,1,2,False,3,2,10929.6223,3
5066,1958,True,3,1,1,1,3,3,True,0,2,15832.1272,0
5067,1958,False,4,1,5,1,3,3,True,2,4,26641.4949,0
5068,1958,True,4,1,4,1,3,3,True,2,4,22967.2101,0
5069,1958,False,4,1,0,0,4,3,True,0,3,33108.3839,0
5070,1974,True,2,0,0,0,2,2,True,3,3,16444.6114,3
5071,1974,True,2,1,0,0,2,2,True,3,2,21402.1293,3
5072,1966,False,4,0,0,0,3,3,False,0,1,24537.2067,0
5073,1966,False,4,0,0,0,4,3,False,1,4,23415.1707,0
5074,1957,True,3,1,2,0,2,2,True,3,1,19142.4005,2
5075,1956,True,2,0,2,0,1,2,False,3,2,8768.5748,3
5076,1956,True,2,0,2,0,1,2,False,1,2,5284.8734,3
5077,1956,True,2,1,3,0,2,2,False,3,2,12118.8889,3
5078,1932,True,1,1,2,0,4,3,True,1,2,8815.0087,0
5079,1965,False,3,1,4,4,2,2,True,2,3,13711.6742,2
5080,1965,True,3,1,5,5,2,2,True,0,3,7925.2765,2
5081,1965,True,3,1,3,1,3,3,True,0,4,13615.0415,0
5082,1965,True,4,1,2,2,3,3,True,2,3,26283.1329,0
5083,1965,False,4,0,1,3,4,3,False,0,1,15412.926,0
5084,1965,False,4,1,2,2,4,3,False,0,2,18223.3415,0
5085,1962,False,1,1,3,2,1,1,True,0,2,5077.8213,1
5086,1962,True,1,1,3,2,1,1,True,2,2,5279.0829,1
5087,1962,False,2,0,1,0,3,2,False,2,1,12374.1093,3
5088,1942,False,1,0,4,0,3,3,False,1,2,7196.9912,0
5089,1942,True,1,1,4,0,3,3,True,4,2,16245.607,0
5090,1942,True,2,1,3,0,4,3,True,4,2,21106.6727,0
5091,1942,True,2,0,3,0,4,3,True,4,2,16277.0897,0
5092,1943,True,2,0,3,0,4,3,True,4,2,16282.0021,0
5093,1943,True,2,1,5,0,3,3,True,4,2,21116.1535,0
5094,1943,True,3,1,5,0,3,3,True,3,2,23324.341,0
5095,1943,True,3,1,5,0,3,3,False,1,2,11820.2474,0
5096,1944,True,1,0,5,0,0,0,False,1,2,1953.2441,1
5097,1944,True,1,1,4,0,1,2,False,4,2,7973.8123,2
5098,1944,False,1,1,4,0,1,2,True,4,3,11817.0626,2
5099,1944,True,1,0,4,0,1,2,False,4,2,6077.3437,2
5100,1945,True,1,1,4,0,1,2,False,2,2,5065.1744,2
5101,1945,True,1,0,5,0,1,2,False,2,2,3711.5776,2
5102,1945,True,2,1,4,0,3,3,False,2,3,12285.5878,0
5103,1945,True,2,0,5,0,3,3,True,4,2,16183.8823,0
5104,1946,True,2,0,4,0,3,3,False,2,2,9456.1193,0
5105,1946,True,2,1,4,0,3,3,True,4,2,22648.6241,0
5106,1947,False,2,1,2,1,2,2,True,4,1,19647.326,3
5107,1947,True,2,0,2,1,2,2,True,2,1,7843.2977,3
5108,1947,False,2,0,2,1,2,2,True,4,1,15173.9677,3
5109,1947,True,2,1,2,1,2,2,True,4,1,15657.0987,3
5110,1947,True,2,0,2,1,2,2,True,4,1,12033.2045,3
5111,1947,True,2,0,2,1,2,2,True,4,1,12156.7853,3
5112,1948,False,1,0,2,1,1,2,True,4,2,9433.6234,2
5113,1949,False,2,0,2,1,2,2,True,4,2,15129.246,3
5114,1949,True,2,0,4,1,2,2,True,1,2,5863.4106,3
5115,1950,True,1,1,2,1,0,1,True,2,2,5198.7869,1
5116,1950,False,2,0,2,1,2,2,False,2,2,8101.7922,3
5117,1950,True,2,0,2,1,1,2,True,4,2,10559.489,3
5118,1950,True,2,1,2,1,2,2,True,4,1,15695.6818,3
5119,1950,True,2,0,2,1,2,2,True,4,1,12072.3646,3
5120,1950,True,2,1,2,1,2,2,True,2,1,10160.074,3
5121,1950,True,2,0,4,2,2,2,True,4,1,10542.8805,3
5122,1950,False,3,0,3,1,3,3,True,3,1,23441.1272,0
5123,1951,True,2,1,2,1,2,2,True,4,1,15728.4679,3
5124,1951,True,2,0,2,1,2,2,True,2,1,7936.0813,3
5125,1951,True,2,0,2,1,2,2,False,2,2,6605.8133,3
5126,1951,True,2,1,4,2,2,2,False,2,2,7503.4625,3
5127,1952,False,2,0,2,1,0,1,False,2,3,5905.3189,3
5128,1952,True,2,0,2,1,1,2,False,2,2,5764.283,3
5129,1953,True,2,1,4,3,2,2,True,2,1,8949.3401,3
5130,1957,True,4,1,2,2,1,2,True,3,4,21281.7032,2
5131,1957,True,4,0,2,2,2,2,True,3,2,18740.2073,2
5132,1957,True,4,0,1,1,2,2,True,3,3,20431.9659,2
5133,1957,True,4,0,2,2,1,2,True,0,4,9061.2426,2
5134,1957,True,4,0,2,2,1,2,True,0,3,9042.4772,2
5135,1956,True,3,1,2,4,2,2,True,3,4,17372.1609,2
5136,1956,True,4,0,3,5,1,2,True,3,4,15338.7151,2
5137,1956,True,4,1,3,3,1,2,False,3,5,16576.2178,2
5138,1956,True,4,1,3,3,1,2,True,3,4,19826.9989,2
5139,1956,True,4,0,3,3,1,2,True,3,4,15321.4996,2
5140,1956,True,4,0,3,3,2,2,True,3,4,17465.422,2
5141,1955,True,4,0,3,4,2,2,True,4,4,19493.7692,2
5142,1955,True,4,0,3,3,2,2,True,3,4,17481.8273,2
5143,1955,False,4,1,3,5,2,2,False,0,3,13124.3254,2
5144,1955,True,4,0,3,3,2,2,True,3,3,17494.7452,2
5145,1944,True,4,0,3,3,3,3,True,4,4,29130.7909,0
5146,1944,False,4,1,3,3,3,3,False,0,3,19824.4243,0
5147,1944,True,4,0,3,3,3,3,True,0,4,14587.1002,0
5148,1945,True,4,1,3,3,3,3,False,3,5,28478.4017,0
5149,1945,True,4,1,4,4,2,2,False,3,4,17716.4667,2
5150,1946,True,3,1,5,0,2,2,False,2,2,9355.9288,2
5151,1946,True,4,0,4,4,2,2,True,3,4,16307.5446,2
5152,1946,True,4,1,4,4,2,2,True,0,4,11861.6095,2
5153,1946,False,4,0,4,4,3,3,False,0,4,14266.1437,0
5154,1953,True,3,0,4,2,2,2,True,4,2,12964.5153,2
5155,1954,True,4,1,3,4,2,2,True,0,4,12646.4396,2
5156,1954,True,4,0,4,4,1,2,True,4,2,15873.1224,2
5157,1954,False,4,1,4,5,1,2,False,0,2,10754.0732,2
5158,1953,True,3,1,3,3,3,3,False,2,3,14656.0884,0
5159,1953,True,3,0,3,3,2,2,True,2,4,8994.5849,2
5160,1952,False,3,1,4,1,2,2,True,4,2,21089.8478,2
5161,1952,True,3,0,4,1,2,2,False,2,2,7048.5529,2
5162,1952,False,3,0,4,1,1,2,True,4,2,14163.2398,2
5163,1951,True,3,0,4,1,1,2,True,4,2,11340.9035,2
5164,1951,False,4,0,4,6,2,2,True,4,2,22647.4175,2
5165,1951,True,4,0,4,4,1,2,True,4,3,15870.5772,2
5166,1950,True,3,1,4,1,1,3,True,4,3,17790.6773,0
5167,1950,True,3,1,3,5,2,3,True,3,4,19600.5393,0
5168,1950,True,4,0,4,5,2,3,True,0,4,10882.6361,0
5169,1949,True,3,0,5,1,1,3,True,3,3,11407.2906,0
5170,1949,True,3,1,3,3,2,3,True,4,4,21742.6371,0
5171,1949,True,4,0,4,4,1,3,True,4,5,18980.4032,0
5172,1949,True,4,1,4,6,1,3,True,4,4,24774.7974,0
5173,1948,True,3,1,5,1,1,3,True,4,4,16466.1157,0
5174,1948,True,3,1,5,1,1,3,True,4,4,16439.1636,0
5175,1948,False,3,0,5,1,1,3,True,4,4,15809.8002,0
5176,1948,True,4,0,5,5,3,2,True,0,4,10573.2355,2
5177,1947,True,3,0,5,0,0,1,False,3,2,7230.2801,2
5178,1947,True,4,1,5,5,1,3,False,4,4,19205.953,0
5179,1976,True,2,0,0,0,3,2,True,4,3,22843.0223,3
5180,1976,False,2,1,0,0,3,2,False,4,3,30975.3574,3
5181,1976,False,2,1,0,0,3,2,True,4,3,37103.7048,3
5182,1974,False,2,1,0,0,3,2,False,2,5,20097.2052,3
5183,1974,True,2,0,0,0,3,2,True,4,4,22941.2603,3
5184,1974,False,3,0,0,0,3,2,True,4,3,35169.5293,2
5185,1973,True,4,1,0,0,2,3,True,4,3,49012.3744,0
5186,1973,True,4,0,0,0,2,3,False,4,3,31326.138,0
5187,1973,True,4,1,0,0,2,3,True,4,3,48907.2211,0
5188,1973,True,4,0,0,0,2,3,True,4,3,37702.7935,0
5189,1973,False,4,1,0,0,2,3,True,4,3,61196.7654,0
