BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated,Assignments
1953,True,3,1,3,3,3,4,False,2,3,14656.0884,0
1953,True,3,0,3,3,2,3,True,2,4,8994.5849,2
1952,False,3,1,4,1,2,3,True,4,2,21089.8478,2
1952,True,3,0,4,1,2,3,False,2,2,7048.5529,2
1952,False,3,0,4,1,1,3,True,4,2,14163.2398,2
1951,True,3,0,4,1,1,3,True,4,2,11340.9035,2
1951,False,4,0,4,6,2,3,True,4,2,22647.4175,2
1951,True,4,0,4,4,1,3,True,4,3,15870.5772,2
1950,True,3,1,4,1,1,4,True,4,3,17790.6773,0
1950,True,3,1,3,5,2,4,True,3,4,19600.5393,0
1950,True,4,0,4,5,2,4,True,0,4,10882.6361,0
1949,True,3,0,5,1,1,4,True,3,3,11407.2906,0
1949,True,3,1,3,3,2,4,True,4,4,21742.6371,0
1949,True,4,0,4,4,1,4,True,4,5,18980.4032,0
1949,True,4,1,4,6,1,4,True,4,4,24774.7974,0
1948,True,3,1,5,1,1,4,True,4,4,16466.1157,0
1948,True,3,1,5,1,1,4,True,4,4,16439.1636,0
1948,False,3,0,5,1,1,4,True,4,4,15809.8002,0
1948,True,4,0,5,5,3,3,True,0,4,10573.2355,2
1947,True,3,0,5,0,0,2,False,3,2,7230.2801,2
1947,True,4,1,5,5,1,4,False,4,4,19205.953,0
1976,True,2,0,0,0,3,3,True,4,3,22843.0223,3
1976,False,2,1,0,0,3,3,False,4,3,30975.3574,3
1976,False,2,1,0,0,3,3,True,4,3,37103.7048,3
1974,False,2,1,0,0,3,3,False,2,5,20097.2052,3
1974,True,2,0,0,0,3,3,True,4,4,22941.2603,3
1974,False,3,0,0,0,3,3,True,4,3,35169.5293,2
1973,True,4,1,0,0,2,4,True,4,3,49012.3744,0
1973,True,4,0,0,0,2,4,False,4,3,31326.138,0
1973,True,4,1,0,0,2,4,True,4,3,48907.2211,0
1973,True,4,0,0,0,2,4,True,4,3,37702.7935,0
1973,False,4,1,0,0,2,4,True,4,3,61196.7654,0
1973,False,4,0,0,0,2,4,True,4,3,47041.131,0
1973,False,4,0,0,0,0,3,True,4,4,32605.3286,2
1972,False,3,0,0,0,1,4,True,4,3,29466.0863,0
1971,False,3,0,0,0,3,3,True,4,4,35116.9638,2
1971,False,3,1,0,0,3,3,False,4,4,38107.4443,2
1971,False,3,0,0,0,3,3,False,4,3,29348.6867,2
1972,True,4,0,0,0,0,3,False,4,4,21712.4312,2
1972,True,4,1,0,2,0,3,True,4,4,30953.5656,2
1972,True,4,0,4,4,1,4,True,0,4,9476.5817,0
1971,True,3,1,0,0,1,4,True,4,3,30664.7956,0
1971,True,3,1,0,2,1,4,True,4,4,27893.6531,0
1970,True,4,0,0,0,1,4,True,4,4,32897.8011,0
1970,False,4,1,0,0,0,3,True,4,4,42524.4894,2
1970,True,4,0,0,0,0,3,True,4,4,26103.7228,2
1970,True,4,0,5,5,1,4,True,0,4,8897.796,0
1970,False,4,1,5,5,3,3,True,0,4,17129.7235,2
1964,True,3,1,5,5,2,3,True,2,5,10128.89,2
1964,True,4,1,3,2,3,4,True,1,4,20891.817,0
1964,True,4,0,3,2,3,4,True,1,3,16054.5575,0
1934,False,4,1,1,3,4,4,False,0,3,19943.5935,0
1970,True,1,1,1,1,3,2,True,0,1,6600.3476,1
1967,False,1,0,0,0,3,3,True,2,1,13263.7279,1
1967,False,1,1,2,2,3,2,False,0,1,6387.0241,1
1969,False,2,1,5,5,4,3,True,2,2,11183.8739,3
1965,True,1,1,3,3,3,2,True,2,1,7406.0326,1
1965,True,1,1,3,3,3,2,True,2,3,7418.6148,1
1965,True,1,1,3,3,3,2,True,2,2,7435.6959,1
1965,False,2,1,0,0,4,3,False,0,1,13374.7934,3
1964,True,2,1,4,4,3,2,True,2,2,9689.3935,3
1964,True,2,1,4,4,3,2,False,0,2,6133.3472,3
1964,True,2,0,4,4,3,2,True,4,3,11402.2016,3
1964,True,2,1,4,4,3,2,True,3,3,13388.5082,3
1964,False,2,1,4,2,3,2,False,0,2,7843.2337,3
1964,True,2,1,4,2,3,2,True,2,2,9660.5164,3
1964,False,2,0,4,2,3,2,False,0,2,6025.9276,3
1963,False,2,1,4,2,3,2,False,0,2,7714.8625,3
1963,False,2,1,4,2,3,3,True,2,2,13932.6827,3
1963,True,2,1,4,2,3,3,True,2,2,11122.814,3
1968,False,2,0,0,0,3,3,True,2,1,18599.0537,3
1963,False,2,1,4,2,3,3,True,2,3,13990.5161,3
1972,False,0,0,0,0,0,0,False,1,2,2023.1969,1
1972,False,0,0,0,0,0,0,False,0,2,1821.4994,1
1972,False,0,1,0,0,0,0,False,0,3,2294.0049,1
1973,True,1,0,1,1,3,2,True,0,1,5197.8183,1
1971,False,0,0,0,0,0,0,True,1,2,2358.1328,1
1971,False,0,1,0,0,0,0,False,1,2,2646.5621,1
1971,False,0,0,0,0,0,0,True,1,2,2388.4285,1
1971,False,0,0,0,0,0,0,True,1,2,2353.0547,1
1929,True,0,0,2,0,2,1,False,1,2,1199.9878,1
1953,True,0,0,2,1,1,0,True,0,2,1292.2165,1
1953,True,0,0,2,0,1,0,False,0,2,1111.833,1
1953,True,0,0,2,0,1,0,False,0,2,1141.3371,1
1954,True,0,0,2,0,0,0,False,1,2,1175.6782,1
1954,False,0,0,3,0,0,1,True,1,2,1356.8944,1
1954,True,1,0,1,0,1,1,True,2,1,3952.6481,1
1955,True,1,1,2,0,1,2,True,1,2,5193.6991,1
1956,True,1,0,2,0,1,2,False,0,2,2984.3925,1
1956,True,1,1,1,0,2,1,True,1,1,4953.463,1
1957,True,1,0,2,0,1,2,True,1,2,3989.1853,1
1957,True,1,1,2,0,1,2,False,0,2,3940.7549,1
1957,True,1,1,1,0,2,1,True,1,1,4994.9143,1
1958,True,1,1,2,0,2,1,True,0,1,4148.1672,1
1958,False,1,0,2,0,2,1,True,1,1,4357.6733,1
1958,False,1,1,2,0,2,1,True,1,1,5622.2433,1
1959,True,1,1,2,0,2,1,True,0,1,4160.0596,1
1959,True,1,0,2,0,2,1,True,0,1,3176.7566,1
1955,True,0,1,2,0,2,0,True,0,1,1984.4173,1
1955,True,0,0,2,0,2,0,True,0,1,1525.7889,1
1954,True,0,1,2,0,2,0,True,2,1,2602.7992,1
1941,True,0,0,2,0,2,0,True,0,1,1611.4298,1
1980,False,0,1,0,0,2,0,False,0,1,2833.9587,1
1979,False,0,0,0,0,2,0,True,1,1,2900.4834,1
1978,False,0,1,0,0,2,0,False,0,1,2797.8459,1
1959,True,0,1,2,0,2,0,True,2,1,2638.065,1
1970,False,0,0,0,0,2,0,True,2,1,3385.7363,1
1970,False,0,1,0,0,2,0,False,2,1,3622.4542,1
1969,False,0,0,0,0,2,0,False,2,1,2804.6824,1
1969,False,0,1,0,0,2,0,False,2,1,3651.2566,1
1952,True,0,1,3,0,2,0,False,0,2,1516.4631,1
1951,True,0,0,4,0,1,0,False,0,2,942.1942,1
1968,False,0,0,2,2,1,0,True,0,1,1516.054,1
1967,True,0,0,1,1,2,0,True,2,1,1936.028,1
1966,False,0,1,1,1,1,0,False,2,1,2279.1684,1
1966,False,1,1,1,1,3,1,False,0,1,5380.3082,1
1966,True,1,0,1,1,3,2,True,0,2,5175.8784,1
1966,True,1,1,1,1,3,2,True,0,2,6596.0373,1
1965,False,0,0,5,3,0,0,True,0,2,1262.9468,1
1965,False,0,0,4,3,0,0,True,0,2,1270.1625,1
1965,True,1,0,1,1,3,2,True,0,2,5058.5471,1
1965,True,1,0,1,1,3,2,True,0,2,5178.5031,1
1964,False,0,0,5,2,0,0,True,0,1,1156.7204,1
1964,False,0,1,3,2,0,0,True,0,2,1792.2022,1
1964,False,0,1,3,2,0,0,True,0,2,1777.4617,1
1963,False,0,0,3,2,0,0,True,0,2,1290.0694,1
1962,True,1,1,1,0,2,1,True,0,1,4515.954,1
1965,False,1,0,2,2,2,1,True,0,1,3572.6684,1
1964,True,1,1,2,2,2,1,False,0,2,3094.0202,1
1964,False,1,0,2,2,2,1,True,0,2,3656.246,1
1964,False,1,0,2,2,2,1,True,0,2,3580.5029,1
1977,False,0,1,0,0,1,0,True,2,1,3920.2301,1
1979,False,0,0,4,4,1,0,True,0,2,1231.6122,1
1979,False,0,1,4,4,1,0,True,0,3,1724.9675,1
1979,False,0,0,5,5,1,0,True,0,2,1148.575,1
1978,False,1,0,4,4,2,1,True,0,3,3093.2714,1
1977,False,1,0,5,5,2,1,True,0,1,2910.0305,1
1977,False,1,0,5,5,2,1,True,0,3,2930.6744,1
1977,False,1,0,0,0,2,1,False,0,1,4491.0856,1
1977,False,1,0,0,0,2,1,True,2,1,7037.4156,1
1977,False,1,0,0,0,2,1,False,2,1,5902.9392,1
1976,False,0,1,0,0,1,0,False,1,1,2749.6953,1
1976,False,0,0,0,0,1,0,False,1,1,2109.2157,1
1975,True,0,1,0,0,0,0,True,0,2,2340.8404,1
1975,False,0,0,0,0,1,0,False,3,1,3437.4543,1
1976,False,0,0,0,0,1,0,False,3,1,3483.061,1
1975,False,1,1,0,0,2,1,False,0,1,5898.3008,1
1974,False,0,1,0,0,0,0,True,0,2,2839.302,1
1974,False,0,1,0,0,0,0,False,1,2,2604.1104,1
1974,False,0,1,0,0,0,0,False,0,2,2396.8533,1
1974,False,0,1,0,0,0,0,False,0,2,2290.488,1
1975,False,1,0,0,0,2,1,False,2,1,5911.9208,1
1975,False,1,0,0,0,2,1,False,0,1,4490.447,1
1975,False,1,1,0,0,2,1,False,0,1,5914.6269,1
1954,False,0,1,2,0,2,0,True,0,1,2486.2033,1
1941,True,0,0,2,0,2,0,True,0,1,1505.4428,1
1980,False,0,0,0,0,2,0,False,0,1,2144.2116,1
1977,True,0,0,0,0,1,0,True,2,1,2420.4588,1
1977,True,0,0,0,0,1,0,False,0,2,1477.2907,1
1960,True,0,0,1,1,1,0,True,2,1,1790.0893,1
1958,True,0,1,2,0,2,0,True,2,1,2658.767,1
1958,True,0,0,2,0,2,0,True,0,1,1503.7843,1
1970,False,0,0,1,1,1,0,False,2,1,1749.3745,1
1970,False,0,1,1,1,1,0,False,0,2,1869.4051,1
1970,False,0,1,0,0,2,0,False,1,1,3150.7499,1
1969,False,0,1,0,0,2,0,True,2,1,4432.3756,1
1952,True,0,1,2,0,2,0,True,2,1,2611.6205,1
1952,True,0,1,2,0,2,0,True,1,1,2124.2954,1
1951,True,0,1,4,0,1,0,False,0,2,1287.9654,1
1951,True,0,1,2,0,2,0,True,1,1,2147.3452,1
1967,False,0,0,3,3,1,0,True,0,1,1464.1827,1
1967,True,0,0,1,1,2,0,True,2,1,1937.7416,1
1967,False,1,0,1,1,3,1,False,0,1,4158.396,1
1966,True,0,1,5,4,0,0,False,0,2,1060.815,1
1966,False,0,0,1,1,1,0,False,1,1,1546.2854,1
1966,True,1,0,1,1,3,2,True,0,3,5142.0427,1
1965,False,0,1,5,3,0,0,True,0,1,1460.4219,1
1965,False,0,1,4,3,0,0,True,0,3,1718.0249,1
1965,True,0,1,4,3,0,0,False,0,2,1111.6726,1
1965,False,0,0,2,2,1,0,True,0,1,1583.5333,1
1965,False,0,1,2,2,1,0,True,0,1,1922.1369,1
1965,False,0,0,2,2,1,0,True,0,2,1528.7655,1
1965,True,1,1,1,1,3,2,True,0,2,6640.549,1
1964,False,0,1,3,2,0,0,True,0,2,1698.0004,1
1964,False,0,0,3,2,0,0,True,0,2,1338.2024,1
1964,False,0,0,3,2,0,0,True,0,2,1320.645,1
1933,True,0,1,4,0,1,0,False,0,2,1188.7144,1
1933,True,0,0,2,0,2,0,True,2,1,1938.3555,1
1933,True,0,0,2,0,2,0,True,2,1,1984.4681,1
1965,False,1,1,2,2,2,1,True,0,1,4671.1477,1
1965,False,1,1,2,2,2,1,True,0,1,4680.0454,1
1963,False,1,0,2,2,2,1,True,0,2,3665.1178,1
1977,True,0,1,0,0,1,0,False,2,1,2603.4355,1
1979,True,0,1,4,4,1,0,False,0,3,1127.67,1
1979,False,0,0,4,4,1,0,True,0,2,1289.8112,1
1979,False,1,0,3,3,2,1,True,0,1,3382.7976,1
1979,False,1,0,3,3,2,1,True,0,2,3312.2181,1
1962,True,1,0,1,0,3,2,True,0,1,5597.928,1
1962,True,1,0,1,0,3,2,True,0,1,5610.1815,1
1978,False,1,0,4,4,2,1,True,0,1,3204.7136,1
1978,True,1,1,4,4,2,1,False,0,2,2710.9231,1
1978,False,1,1,4,4,2,1,True,0,2,4138.6669,1
1977,True,1,1,5,5,2,1,False,0,3,2608.6514,1
1976,True,0,1,0,0,1,0,False,2,1,2570.1801,1
1975,False,0,1,0,0,0,0,True,0,3,2897.5376,1
1976,False,0,1,0,0,1,0,False,3,1,4449.1811,1
1976,True,1,1,0,0,2,1,False,0,1,4748.4934,1
1975,False,0,1,0,0,0,0,False,3,1,4286.0013,1
1974,False,0,0,0,0,0,0,False,0,3,1764.3947,1
1975,False,1,1,0,0,2,1,True,2,1,9201.546,1
1973,False,0,1,0,0,0,0,False,0,2,2348.1111,1
1974,False,1,1,0,0,2,1,False,0,1,5929.5195,1
1974,False,1,0,0,0,2,1,False,2,1,5887.3321,1
1980,False,0,1,0,0,0,0,False,0,2,2312.3003,1
1980,True,0,1,0,0,0,0,False,0,2,1964.5422,1
1980,True,0,0,0,0,0,0,False,0,2,1441.0384,1
1962,True,2,0,1,0,2,2,True,0,1,6332.3624,3
1962,True,2,1,1,0,2,2,True,2,1,10640.88,3
1961,True,1,1,4,3,1,2,True,3,3,6648.9549,1
1961,False,1,1,4,3,1,2,True,4,3,9366.8686,1
1961,True,1,1,4,3,1,2,True,3,3,6657.9885,1
1961,True,2,0,1,0,2,2,True,2,1,8155.7272,3
1961,True,2,1,1,0,2,2,True,0,1,8249.2353,3
1960,True,1,0,0,0,3,3,False,0,1,6800.5126,1
1960,True,2,1,1,0,2,2,True,0,1,8233.4231,3
1967,False,1,0,0,0,2,2,True,2,1,9191.9945,1
1967,False,1,1,0,0,2,2,False,2,1,10020.2253,1
1967,False,2,0,0,0,4,3,False,0,1,10388.8872,3
1967,False,2,1,0,0,4,3,True,2,1,20875.4491,3
1967,False,2,0,0,0,4,3,False,0,1,10272.9314,3
1967,True,2,1,0,0,4,3,False,0,1,10715.244,3
1928,True,1,1,1,0,4,3,False,0,1,6188.5673,1
1960,True,2,1,1,0,2,2,True,2,1,10670.1048,3
1960,True,2,0,1,0,2,2,True,0,1,6370.0145,3
1959,True,2,0,5,5,4,3,True,4,3,10616.5035,3
1958,True,2,1,5,4,4,3,True,2,1,8947.685,3
1958,True,2,1,5,4,4,3,True,2,2,8992.4058,3
1970,True,3,1,4,4,4,4,True,0,1,10990.3674,0
1968,False,2,1,5,5,3,3,True,4,3,19912.7737,3
1968,True,2,1,5,5,3,3,False,4,3,13265.4223,3
1967,True,2,1,5,5,3,3,True,4,3,15874.3791,3
1967,True,2,1,5,5,3,3,True,4,3,15916.0258,3
1967,False,3,1,5,5,4,4,True,0,2,12702.7867,0
1967,True,3,0,5,5,4,4,True,0,2,7849.0938,0
1966,True,3,0,5,5,3,3,True,0,3,7589.0279,2
1965,True,2,0,3,3,3,3,True,3,1,12802.9138,3
1968,True,2,1,5,5,3,3,True,4,4,15944.6367,3
1968,True,3,1,5,5,3,3,True,1,4,10770.533,2
1964,True,2,1,3,3,3,3,True,0,2,9202.9215,3
1963,True,2,0,3,2,3,3,True,3,2,12812.3254,3
1962,True,2,1,1,0,3,3,True,0,1,11868.299,3
1962,True,2,0,1,0,3,3,True,3,1,16356.3227,3
1962,True,2,1,1,0,3,3,True,3,1,21220.2447,3
1962,True,2,1,1,0,3,3,True,0,1,11864.7882,3
1961,False,2,0,1,0,3,3,True,3,1,20498.6472,3
1961,True,2,0,1,0,3,3,True,3,1,16319.3518,3
1966,True,3,0,0,0,4,4,False,2,1,15817.03,0
1966,False,3,0,0,0,3,3,False,3,1,26323.0381,2
1960,False,2,1,1,0,2,2,True,3,1,18504.8115,3
1960,True,2,1,1,0,2,2,True,3,1,14779.784,3
1965,False,2,1,0,0,3,3,False,3,1,27921.039,3
1965,False,3,1,5,5,3,3,True,1,4,13467.6003,2
1964,False,2,1,0,0,3,3,True,3,1,33409.853,3
1962,True,2,0,5,4,2,2,True,3,2,7600.6636,3
1961,True,2,1,1,0,2,2,True,3,1,14779.0205,3
1961,False,2,0,5,4,2,2,True,4,3,10663.2849,3
1958,False,3,0,2,0,3,3,True,2,1,16600.3885,2
1953,True,1,0,2,0,2,1,False,3,2,4769.1358,1
1949,True,0,1,2,1,1,2,True,3,2,3122.7604,1
1976,False,1,0,0,0,1,2,True,3,2,11078.6265,1
1975,False,1,0,0,0,1,2,False,0,1,5214.9184,1
1980,True,1,1,0,0,1,2,True,3,2,11564.5785,1
1980,False,1,1,0,0,1,2,False,0,2,6687.6891,1
1937,True,1,0,2,0,2,1,False,0,2,2651.0468,1
1979,False,1,1,0,0,0,1,False,3,2,8905.2785,1
1978,False,1,0,0,0,0,1,True,3,2,8195.6301,1
1978,True,1,1,0,0,1,2,False,0,2,5382.6442,1
1978,True,1,0,0,0,1,2,True,3,2,8904.8156,1
1978,True,1,0,0,0,1,2,False,0,2,4189.1355,1
1978,False,1,1,0,0,1,2,False,0,2,6679.256,1
1978,True,1,1,0,0,1,2,True,3,2,11610.3059,1
1938,True,1,1,2,0,3,4,True,3,2,16656.839,0
1977,False,1,1,0,0,1,2,False,0,2,6699.0392,1
1977,True,1,1,0,0,1,2,True,3,2,11563.2234,1
1979,False,1,0,0,0,0,1,False,3,2,6804.9786,1
1979,False,1,1,0,0,0,1,True,3,3,10590.3757,1
1979,False,1,0,0,0,1,2,False,0,2,5190.2888,1
1939,True,1,0,2,0,2,1,False,3,3,4756.8164,1
1941,True,1,0,2,0,3,4,True,0,3,7159.5328,0
1941,True,1,0,2,0,3,4,True,0,2,7164.8895,0
1943,False,1,1,2,0,3,4,True,3,2,20918.7493,0
1976,False,1,0,0,0,1,2,True,3,2,11158.8375,1
1976,False,1,0,0,0,2,2,True,3,1,12774.9367,1
1976,False,1,0,0,0,2,2,False,1,1,6483.4783,1
1975,False,1,0,0,0,2,2,False,3,1,10533.0902,1
1972,False,2,1,0,0,2,2,False,3,2,19324.3193,3
1972,False,3,0,0,0,3,4,True,1,1,23085.396,0
1968,True,3,0,0,0,3,4,True,1,1,18575.7261,0
1967,True,4,1,0,1,3,4,True,0,2,27791.5878,0
1968,True,3,0,2,0,3,4,True,1,3,13487.9777,0
1979,False,2,1,0,0,2,2,True,3,1,23190.1664,3
1979,True,2,0,0,0,2,2,True,3,1,14295.0764,3
1978,False,1,0,0,0,0,1,False,3,2,6852.9617,1
1947,True,0,0,2,1,0,1,True,3,2,1712.5079,1
1978,False,1,1,0,0,2,2,False,1,1,8375.437,1
1978,False,2,0,0,0,2,2,False,1,2,9097.2039,3
1978,True,2,0,0,0,2,2,True,3,3,14248.351,3
1945,True,0,1,4,0,1,2,True,3,2,2916.1097,1
1963,False,3,1,0,0,2,3,True,3,2,32948.0945,2
1963,True,4,0,4,2,3,4,True,3,4,24533.0073,0
1963,False,4,1,3,2,3,4,False,1,4,21705.3685,0
1962,False,3,1,1,1,2,3,False,1,3,12086.5133,2
1962,True,3,0,1,3,2,3,True,3,3,14646.0849,2
1962,True,3,1,1,3,2,3,True,1,4,11670.9873,2
1962,False,4,0,1,3,2,3,True,3,4,25494.902,2
1962,True,4,1,1,1,3,4,True,0,4,22109.7861,0
1961,True,2,1,5,4,2,3,True,3,3,11475.6956,3
1961,True,3,1,5,4,2,3,False,1,3,7178.9532,2
1961,True,3,1,4,3,1,3,True,1,1,8103.1892,2
1961,True,3,0,4,3,1,3,True,3,1,10240.1577,2
1955,True,3,1,2,0,0,2,True,3,2,13813.896,2
1955,True,2,0,2,0,1,3,False,3,2,8675.7014,3
1955,True,2,1,2,0,1,3,False,1,2,6904.0402,3
1955,False,2,1,2,0,1,3,True,3,2,17068.4485,3
1955,True,3,0,3,2,2,3,True,1,1,7692.2621,2
1935,True,1,1,2,0,4,4,True,1,2,8831.4894,0
1935,True,2,0,4,0,4,4,False,1,2,6959.1286,0
1936,True,2,1,2,0,4,4,False,1,2,10273.2851,0
1936,True,2,0,4,0,4,4,False,1,2,6944.965,0
1936,True,4,1,2,3,4,4,False,2,3,19042.288,0
1960,False,3,1,5,4,2,3,False,1,3,8997.7135,2
1960,True,3,1,4,3,1,3,True,3,2,13355.7574,2
1960,True,3,0,4,3,1,3,True,3,2,10152.048,2
1960,False,3,1,4,3,1,3,False,1,3,8469.8521,2
1960,True,3,1,4,3,1,3,True,1,3,8082.4355,2
1960,True,3,1,3,2,2,3,True,3,4,16296.8926,2
1960,True,4,0,5,3,2,3,False,2,4,9173.3543,2
1960,True,4,0,1,1,1,3,True,2,5,12902.8372,2
1960,True,4,0,1,1,2,3,False,2,3,12322.9707,2
1960,False,4,1,1,1,3,4,False,0,3,23024.3508,0
1954,False,2,1,2,0,0,2,False,1,2,7160.0094,1
1954,True,2,1,2,0,0,2,True,3,2,11258.4008,3
1954,False,2,0,2,0,0,2,True,3,2,10776.0765,3
1954,False,2,1,2,0,0,2,True,3,2,14010.5742,3
1953,True,2,0,3,0,4,4,True,3,2,14570.5811,0
1953,True,2,0,3,0,4,4,True,3,2,14628.595,0
1953,True,2,1,3,0,4,4,True,3,2,19007.7146,0
1952,True,1,0,3,0,2,3,False,3,2,6738.0973,2
1937,False,2,0,3,0,4,4,False,1,2,9273.1119,0
1938,True,2,1,3,0,4,4,True,1,2,11642.2606,0
1938,True,2,1,5,0,4,4,False,1,2,8306.7352,0
1938,True,3,0,4,0,4,4,True,3,2,16773.3437,0
1939,True,2,1,3,0,4,4,True,1,2,11543.5717,0
1939,False,2,0,3,0,4,4,True,4,2,20262.7969,0
1939,True,2,0,5,0,4,4,True,1,2,7772.5235,0
1939,True,2,1,5,0,4,4,False,1,3,8312.8127,0
1940,True,2,1,5,0,4,4,True,4,2,18297.5941,0
1941,True,1,0,4,0,3,4,True,1,3,6848.6127,0
1941,False,1,0,4,0,3,4,True,4,2,15639.3395,0
1941,False,2,0,3,0,4,4,True,4,2,20348.6853,0
1941,False,2,0,3,0,4,4,True,4,2,20276.7746,0
1941,False,2,0,3,0,4,4,True,4,2,20330.0555,0
1947,True,0,1,4,0,1,2,True,3,2,2933.7959,1
1947,True,1,1,2,0,2,1,False,1,2,3715.0603,1
1947,True,1,1,2,0,2,1,False,3,2,6185.2492,1
1948,True,0,0,2,1,0,1,True,1,2,1045.781,1
1977,False,1,1,0,0,0,1,False,3,2,8823.4142,1
1948,True,0,1,2,1,0,1,True,3,3,2313.0891,1
1948,True,0,0,2,1,0,1,True,3,2,1724.4993,1
1977,True,2,1,0,0,2,2,True,3,2,18547.6739,3
1949,True,0,0,2,1,0,1,True,3,2,1682.566,1
1949,False,0,1,2,1,0,1,True,3,2,2811.8018,1
1949,True,0,1,2,1,0,1,False,1,2,1104.7335,1
1949,True,0,0,2,1,0,1,True,3,2,1701.726,1
1949,False,0,1,2,1,0,1,True,3,2,2830.7357,1
1950,True,0,0,2,1,0,1,True,1,2,1032.6275,1
1950,False,0,0,2,1,0,1,True,3,2,2156.6845,1
1950,True,0,0,2,1,0,1,True,3,2,1754.223,1
1950,True,1,0,3,0,2,1,False,1,2,2795.7768,1
1950,True,1,0,3,0,2,1,False,1,3,2701.6109,1
1950,True,1,1,3,0,2,1,False,3,2,5872.2946,1
1950,True,1,1,3,0,2,1,False,3,2,5751.953,1
1951,True,0,1,2,1,0,1,True,1,2,1438.0181,1
1951,True,1,1,3,0,1,2,False,1,2,4056.6307,1
1980,False,1,0,0,0,2,2,True,3,2,12659.7667,1
1980,False,1,0,0,0,2,2,True,3,3,12662.7628,1
1979,False,3,0,0,0,3,4,False,0,1,17598.1285,0
1952,True,1,0,3,0,1,2,False,1,2,3057.0339,1
1953,True,1,1,3,0,2,2,False,1,2,4569.1008,1
1954,False,2,0,2,0,2,2,False,1,2,6588.7872,3
1975,True,1,0,0,0,2,2,True,3,2,10210.8882,1
1975,True,1,1,0,0,1,2,True,3,2,11555.4249,1
1975,True,2,1,0,0,2,2,True,3,2,18578.3613,3
1975,True,2,1,0,0,2,2,True,3,2,18470.6304,3
1973,False,2,1,0,0,2,2,False,1,2,11868.7567,3
1973,False,2,1,0,0,2,3,True,3,2,26690.2469,3
1956,True,3,1,2,0,1,2,False,1,2,7388.3672,1
1957,False,2,1,2,0,1,3,False,1,2,8716.8152,3
1958,True,4,0,5,1,3,4,True,2,4,16430.5361,0
1959,True,4,1,4,1,3,4,True,0,4,17685.7323,0
1959,True,4,1,4,1,3,4,True,2,4,22981.515,0
1959,True,4,0,4,1,3,4,True,2,4,17672.5811,0
1959,True,4,1,1,1,3,4,True,2,4,28828.721,0
1973,True,2,1,0,0,2,3,False,0,2,9911.0794,3
1974,True,1,1,0,0,1,3,True,3,2,13368.623,2
1974,True,2,1,0,0,2,3,True,3,2,21355.817,3
1974,False,2,0,0,0,2,3,True,3,2,20575.612,3
1974,False,2,1,0,0,2,3,False,1,2,13632.2238,3
1974,False,2,0,0,0,2,3,False,1,2,10439.3476,3
1959,True,4,0,1,1,3,4,True,2,2,22109.6083,0
1966,True,4,1,2,2,3,4,True,0,3,20228.9155,0
1957,False,2,0,2,0,0,2,False,1,2,5529.6546,1
1957,False,3,1,2,0,2,3,True,2,1,17211.3788,2
1956,True,2,1,2,0,1,3,False,3,2,11379.4255,3
1956,True,2,1,2,0,1,3,False,1,2,6927.0402,3
1956,True,2,0,3,0,2,3,False,3,2,9429.5918,3
1956,True,2,0,3,0,2,3,True,3,2,11248.1207,3
1932,True,3,0,3,0,4,4,True,3,1,17919.3745,0
1965,True,3,0,3,1,3,4,True,2,4,13604.9079,0
1965,True,4,1,3,2,3,4,True,2,4,24600.2898,0
1965,False,4,1,0,0,3,4,False,0,2,31760.7959,0
1962,False,2,0,1,0,3,3,False,2,1,12300.5341,3
1962,False,2,1,1,0,3,3,False,2,1,15995.957,3
1962,False,2,1,1,0,3,3,False,2,1,16052.2264,3
1942,False,1,0,4,0,3,4,True,4,2,15635.5159,0
1942,True,2,0,5,0,3,4,True,4,2,16205.5131,0
1942,True,2,1,5,0,3,4,True,1,2,11558.1143,0
1943,True,2,0,3,0,4,4,True,4,2,16227.519,0
1943,True,2,1,3,0,4,4,False,1,2,9609.4199,0
1943,True,2,1,5,0,3,4,True,4,2,21125.6552,0
1943,True,3,0,5,0,3,4,False,1,2,9111.6378,0
1944,True,1,1,4,0,1,3,False,1,2,4333.1329,2
1944,True,1,0,4,0,1,3,True,4,2,7269.9194,2
1944,True,1,1,4,0,1,3,True,4,2,9449.1649,2
1944,True,2,1,4,0,3,4,True,1,2,12447.6505,0
1944,True,2,1,4,0,3,4,True,1,2,12490.3365,0
1945,True,1,1,4,0,1,3,False,4,2,7812.7302,2
1945,True,1,1,4,0,1,3,False,4,2,7959.6843,2
1945,True,1,1,5,0,1,3,False,2,3,4829.324,2
1945,True,1,1,5,0,1,3,False,2,3,4757.1685,2
1945,True,2,1,4,0,3,4,False,2,2,12297.8348,0
1945,True,2,1,4,0,3,4,True,2,2,14724.8846,0
1945,True,2,0,5,0,3,4,True,4,2,16251.3379,0
1945,False,2,0,5,0,3,4,False,2,2,11032.4141,0
1945,True,2,1,5,0,3,4,True,2,2,13670.9808,0
1945,True,2,1,5,0,3,4,True,4,2,20985.6682,0
1946,True,2,1,5,0,3,4,True,4,3,21014.2606,0
1946,True,2,1,5,0,3,4,False,2,3,11458.2959,0
1946,True,2,1,4,0,3,4,True,4,2,22694.9604,0
1948,True,1,0,2,1,1,3,True,2,2,4917.6557,2
